run_index,scenario,condition,seed,assignment_round,duration_seconds,warmup_seconds,max_model_decisions,max_model_decisions_per_agent,decision_window_seconds,max_model_decisions_per_window,model_decision_sample_rate,evolving_state_enabled,evolving_state_interval_seconds
313,normal_load,baseline,8,5,43200,7200,300,100,7200,100,0.1,True,7200
314,normal_load,cockpit_only,8,5,43200,7200,300,100,7200,100,0.1,True,7200
315,normal_load,nursta_only,8,5,43200,7200,300,100,7200,100,0.1,True,7200
316,normal_load,both,8,5,43200,7200,300,100,7200,100,0.1,True,7200
317,high_load_high_acuity,baseline,8,5,43200,7200,300,100,7200,100,0.1,True,7200
318,high_load_high_acuity,cockpit_only,8,5,43200,7200,300,100,7200,100,0.1,True,7200
319,high_load_high_acuity,nursta_only,8,5,43200,7200,300,100,7200,100,0.1,True,7200
320,high_load_high_acuity,both,8,5,43200,7200,300,100,7200,100,0.1,True,7200
321,normal_load,baseline,9,1,43200,7200,300,100,7200,100,0.1,True,7200
322,normal_load,cockpit_only,9,1,43200,7200,300,100,7200,100,0.1,True,7200
323,normal_load,nursta_only,9,1,43200,7200,300,100,7200,100,0.1,True,7200
324,normal_load,both,9,1,43200,7200,300,100,7200,100,0.1,True,7200
325,high_load_high_acuity,baseline,9,1,43200,7200,300,100,7200,100,0.1,True,7200
326,high_load_high_acuity,cockpit_only,9,1,43200,7200,300,100,7200,100,0.1,True,7200
327,high_load_high_acuity,nursta_only,9,1,43200,7200,300,100,7200,100,0.1,True,7200
328,high_load_high_acuity,both,9,1,43200,7200,300,100,7200,100,0.1,True,7200
329,normal_load,baseline,9,2,43200,7200,300,100,7200,100,0.1,True,7200
330,normal_load,cockpit_only,9,2,43200,7200,300,100,7200,100,0.1,True,7200
331,normal_load,nursta_only,9,2,43200,7200,300,100,7200,100,0.1,True,7200
332,normal_load,both,9,2,43200,7200,300,100,7200,100,0.1,True,7200
333,high_load_high_acuity,baseline,9,2,43200,7200,300,100,7200,100,0.1,True,7200
334,high_load_high_acuity,cockpit_only,9,2,43200,7200,300,100,7200,100,0.1,True,7200
335,high_load_high_acuity,nursta_only,9,2,43200,7200,300,100,7200,100,0.1,True,7200
336,high_load_high_acuity,both,9,2,43200,7200,300,100,7200,100,0.1,True,7200
337,normal_load,baseline,9,3,43200,7200,300,100,7200,100,0.1,True,7200
338,normal_load,cockpit_only,9,3,43200,7200,300,100,7200,100,0.1,True,7200
339,normal_load,nursta_only,9,3,43200,7200,300,100,7200,100,0.1,True,7200
340,normal_load,both,9,3,43200,7200,300,100,7200,100,0.1,True,7200
341,high_load_high_acuity,baseline,9,3,43200,7200,300,100,7200,100,0.1,True,7200
342,high_load_high_acuity,cockpit_only,9,3,43200,7200,300,100,7200,100,0.1,True,7200
343,high_load_high_acuity,nursta_only,9,3,43200,7200,300,100,7200,100,0.1,True,7200
344,high_load_high_acuity,both,9,3,43200,7200,300,100,7200,100,0.1,True,7200
345,normal_load,baseline,9,4,43200,7200,300,100,7200,100,0.1,True,7200
346,normal_load,cockpit_only,9,4,43200,7200,300,100,7200,100,0.1,True,7200
347,normal_load,nursta_only,9,4,43200,7200,300,100,7200,100,0.1,True,7200
348,normal_load,both,9,4,43200,7200,300,100,7200,100,0.1,True,7200
349,high_load_high_acuity,baseline,9,4,43200,7200,300,100,7200,100,0.1,True,7200
350,high_load_high_acuity,cockpit_only,9,4,43200,7200,300,100,7200,100,0.1,True,7200
351,high_load_high_acuity,nursta_only,9,4,43200,7200,300,100,7200,100,0.1,True,7200
352,high_load_high_acuity,both,9,4,43200,7200,300,100,7200,100,0.1,True,7200
353,normal_load,baseline,9,5,43200,7200,300,100,7200,100,0.1,True,7200
354,normal_load,cockpit_only,9,5,43200,7200,300,100,7200,100,0.1,True,7200
355,normal_load,nursta_only,9,5,43200,7200,300,100,7200,100,0.1,True,7200
356,normal_load,both,9,5,43200,7200,300,100,7200,100,0.1,True,7200
357,high_load_high_acuity,baseline,9,5,43200,7200,300,100,7200,100,0.1,True,7200
358,high_load_high_acuity,cockpit_only,9,5,43200,7200,300,100,7200,100,0.1,True,7200
359,high_load_high_acuity,nursta_only,9,5,43200,7200,300,100,7200,100,0.1,True,7200
360,high_load_high_acuity,both,9,5,43200,7200,300,100,7200,100,0.1,True,7200
361,normal_load,baseline,10,1,43200,7200,300,100,7200,100,0.1,True,7200
362,normal_load,cockpit_only,10,1,43200,7200,300,100,7200,100,0.1,True,7200
363,normal_load,nursta_only,10,1,43200,7200,300,100,7200,100,0.1,True,7200
364,normal_load,both,10,1,43200,7200,300,100,7200,100,0.1,True,7200
365,high_load_high_acuity,baseline,10,1,43200,7200,300,100,7200,100,0.1,True,7200
366,high_load_high_acuity,cockpit_only,10,1,43200,7200,300,100,7200,100,0.1,True,7200
367,high_load_high_acuity,nursta_only,10,1,43200,7200,300,100,7200,100,0.1,True,7200
368,high_load_high_acuity,both,10,1,43200,7200,300,100,7200,100,0.1,True,7200
369,normal_load,baseline,10,2,43200,7200,300,100,7200,100,0.1,True,7200
370,normal_load,cockpit_only,10,2,43200,7200,300,100,7200,100,0.1,True,7200
371,normal_load,nursta_only,10,2,43200,7200,300,100,7200,100,0.1,True,7200
372,normal_load,both,10,2,43200,7200,300,100,7200,100,0.1,True,7200
373,high_load_high_acuity,baseline,10,2,43200,7200,300,100,7200,100,0.1,True,7200
374,high_load_high_acuity,cockpit_only,10,2,43200,7200,300,100,7200,100,0.1,True,7200
375,high_load_high_acuity,nursta_only,10,2,43200,7200,300,100,7200,100,0.1,True,7200
376,high_load_high_acuity,both,10,2,43200,7200,300,100,7200,100,0.1,True,7200
377,normal_load,baseline,10,3,43200,7200,300,100,7200,100,0.1,True,7200
378,normal_load,cockpit_only,10,3,43200,7200,300,100,7200,100,0.1,True,7200
379,normal_load,nursta_only,10,3,43200,7200,300,100,7200,100,0.1,True,7200
380,normal_load,both,10,3,43200,7200,300,100,7200,100,0.1,True,7200
381,high_load_high_acuity,baseline,10,3,43200,7200,300,100,7200,100,0.1,True,7200
382,high_load_high_acuity,cockpit_only,10,3,43200,7200,300,100,7200,100,0.1,True,7200
383,high_load_high_acuity,nursta_only,10,3,43200,7200,300,100,7200,100,0.1,True,7200
384,high_load_high_acuity,both,10,3,43200,7200,300,100,7200,100,0.1,True,7200
385,normal_load,baseline,10,4,43200,7200,300,100,7200,100,0.1,True,7200
386,normal_load,cockpit_only,10,4,43200,7200,300,100,7200,100,0.1,True,7200
387,normal_load,nursta_only,10,4,43200,7200,300,100,7200,100,0.1,True,7200
388,normal_load,both,10,4,43200,7200,300,100,7200,100,0.1,True,7200
389,high_load_high_acuity,baseline,10,4,43200,7200,300,100,7200,100,0.1,True,7200
390,high_load_high_acuity,cockpit_only,10,4,43200,7200,300,100,7200,100,0.1,True,7200
391,high_load_high_acuity,nursta_only,10,4,43200,7200,300,100,7200,100,0.1,True,7200
392,high_load_high_acuity,both,10,4,43200,7200,300,100,7200,100,0.1,True,7200
393,normal_load,baseline,10,5,43200,7200,300,100,7200,100,0.1,True,7200
394,normal_load,cockpit_only,10,5,43200,7200,300,100,7200,100,0.1,True,7200
395,normal_load,nursta_only,10,5,43200,7200,300,100,7200,100,0.1,True,7200
396,normal_load,both,10,5,43200,7200,300,100,7200,100,0.1,True,7200
397,high_load_high_acuity,baseline,10,5,43200,7200,300,100,7200,100,0.1,True,7200
398,high_load_high_acuity,cockpit_only,10,5,43200,7200,300,100,7200,100,0.1,True,7200
399,high_load_high_acuity,nursta_only,10,5,43200,7200,300,100,7200,100,0.1,True,7200
400,high_load_high_acuity,both,10,5,43200,7200,300,100,7200,100,0.1,True,7200
