Factor,Factor level,Scenario,Intervention,Outcome,Default value,Test value,Paired n,Default paired delta,Sensitivity paired delta,95% CI low,95% CI high,Effect retention,Direction consistency,Standardized paired effect,Robustness verdict
Crowding threshold,high,High load,Both,Actionable visibility opportunities,0.5,0.62,20,537.95,592.9,539.6678364816711,646.1321635183289,1.1021470396877031,1.0,4.686187263313738,stable
Crowding threshold,low,High load,Both,Actionable visibility opportunities,0.5,0.4,20,537.95,552.5,488.41487756199,616.58512243801,1.0270471233386005,1.0,3.6273325288092,stable
Crowding threshold,high,High load,Both,Approach attempts,0.5,0.62,20,95.52,102.9,97.28759426758336,108.51240573241664,1.0772613065326635,1.0,7.713982011572883,stable
Crowding threshold,low,High load,Both,Approach attempts,0.5,0.4,20,95.52,97.8,92.53193326182225,103.06806673817776,1.0238693467336684,1.0,7.8108786957865,stable
Crowding threshold,high,High load,Both,Bedside / patient-room interaction share,0.5,0.62,20,-0.0876218172789389,-0.0983981102981673,-0.1170592734597533,-0.0797369471365813,1.1229864131318206,1.0,-2.2185047070599175,stable
Crowding threshold,low,High load,Both,Bedside / patient-room interaction share,0.5,0.4,20,-0.0876218172789389,-0.0906691359220862,-0.1103813965793714,-0.0709568752648011,1.0347780808225695,1.0,-1.9352423093146272,stable
Crowding threshold,high,High load,Both,Corridor interaction share,0.5,0.62,20,0.0748025163647015,0.0654947766674588,0.0469011589731061,0.0840883943618114,0.8755691633171457,0.9,1.4820234482041192,stable
Crowding threshold,low,High load,Both,Corridor interaction share,0.5,0.4,20,0.0748025163647015,0.0675743168199466,0.0490935689901988,0.0860550646496945,0.9033695670141152,1.0,1.5384182708222267,stable
Crowding threshold,high,High load,Both,F2F interactions per hour,0.5,0.62,20,7.669,8.615,7.71734714129746,9.51265285870254,1.1233537618985527,1.0,4.037933571623059,stable
Crowding threshold,low,High load,Both,F2F interactions per hour,0.5,0.4,20,7.669,7.685,6.864792720678101,8.505207279321898,1.0020863215543097,1.0,3.9421446788310055,stable
Crowding threshold,high,High load,Both,Mean ED pressure index,0.5,0.62,20,-0.0122874969367284,-0.0117597827546296,-0.0466387232894697,0.0231191577802104,0.9570527516860348,0.55,-0.1418561996502345,stable
Crowding threshold,low,High load,Both,Mean ED pressure index,0.5,0.4,20,-0.0122874969367284,-0.0227524102237654,-0.0628695915813013,0.0173647711337704,1.851671690412106,0.7,-0.2386213531788987,stable
Crowding threshold,high,High load,Both,Patient-facing interaction share,0.5,0.62,20,-0.1471421374672993,-0.1692082770155581,-0.1907607533420905,-0.1476558006890257,1.1499647886599635,1.0,-3.3032141713224625,stable
Crowding threshold,low,High load,Both,Patient-facing interaction share,0.5,0.4,20,-0.1471421374672993,-0.1537731357991924,-0.1717967732278639,-0.1357494983705209,1.045065257621168,1.0,-3.5896353630359874,stable
Crowding threshold,high,High load,Both,Selected coordination opportunities,0.5,0.62,20,93.75,99.4,94.23503347949917,104.56496652050086,1.0602666666666667,1.0,8.097131272439055,stable
Crowding threshold,low,High load,Both,Selected coordination opportunities,0.5,0.4,20,93.75,93.05,86.44531427896193,99.65468572103806,0.9925333333333332,1.0,5.927567758892635,stable
Crowding threshold,high,High load,Both,Staff–staff interaction share,0.5,0.62,20,0.1273473175513008,0.1464399983188134,0.1262992386556832,0.1665807579819436,1.1499260536824527,1.0,3.059117614222966,stable
Crowding threshold,low,High load,Both,Staff–staff interaction share,0.5,0.4,20,0.1273473175513008,0.131481536433669,0.1127077644142061,0.1502553084531319,1.0324641222278028,1.0,2.94662953286684,stable
Crowding threshold,high,High load,Both,Successful approaches,0.5,0.62,20,77.53,84.9,79.54004642596698,90.25995357403303,1.0950599767831808,1.0,6.664367975672295,stable
Crowding threshold,low,High load,Both,Successful approaches,0.5,0.4,20,77.53,81.1,76.35640784570218,85.84359215429781,1.0460466916032505,1.0,7.19326100295206,stable
Crowding threshold,high,High load,Both,Visible staff encounters,0.5,0.62,20,16899.26,17073.3,16480.49341896472,17666.106581035277,1.0102986758000054,1.0,12.117604167290796,stable
Crowding threshold,low,High load,Both,Visible staff encounters,0.5,0.4,20,16899.26,17038.3,16308.465245666925,17768.134754333074,1.0082275791957755,1.0,9.82231882616857,stable
Crowding threshold,high,High load,COCPIT only,Actionable visibility opportunities,0.5,0.62,20,523.11,559.2,487.2957624204614,631.1042375795387,1.0689912255548546,1.0,3.272088063811084,stable
Crowding threshold,low,High load,COCPIT only,Actionable visibility opportunities,0.5,0.4,20,523.11,490.85,427.3420401656943,554.3579598343058,0.9383303702854084,1.0,3.2518682401951184,stable
Crowding threshold,high,High load,COCPIT only,Approach attempts,0.5,0.62,20,93.1,98.2,89.91414110159903,106.48585889840098,1.054779806659506,1.0,4.986390207712321,stable
Crowding threshold,low,High load,COCPIT only,Approach attempts,0.5,0.4,20,93.1,94.45,87.39102767282733,101.50897232717269,1.0145005370569282,1.0,5.629538446493008,stable
Crowding threshold,high,High load,COCPIT only,Bedside / patient-room interaction share,0.5,0.62,20,-0.0834972074189264,-0.0885296596288351,-0.1043068331974015,-0.0727524860602686,1.0602709044466558,0.95,-2.360869044101927,stable
Crowding threshold,low,High load,COCPIT only,Bedside / patient-room interaction share,0.5,0.4,20,-0.0834972074189264,-0.0806642211466589,-0.0993009963354014,-0.0620274459579163,0.9660708859632432,0.95,-1.8210525775276367,stable
Crowding threshold,high,High load,COCPIT only,Corridor interaction share,0.5,0.62,20,0.0756907846145798,0.0829021891797815,0.0642151623679328,0.1015892159916302,1.095274538398862,1.0,1.8665434192450332,stable
Crowding threshold,low,High load,COCPIT only,Corridor interaction share,0.5,0.4,20,0.0756907846145798,0.0723368171838443,0.0554133694102348,0.0892602649574538,0.955688563042199,0.95,1.7983857679261848,stable
Crowding threshold,high,High load,COCPIT only,F2F interactions per hour,0.5,0.62,20,6.949999999999999,7.669999999999999,7.005316452025951,8.334683547974047,1.1035971223021583,1.0,4.8550392036837104,stable
Crowding threshold,low,High load,COCPIT only,F2F interactions per hour,0.5,0.4,20,6.949999999999999,7.925,6.935976542239771,8.91402345776023,1.140287769784173,1.0,3.371358876991126,stable
Crowding threshold,high,High load,COCPIT only,Mean ED pressure index,0.5,0.62,20,0.0036871997955246,0.0019279286265432,-0.0328239806428397,0.0366798378959261,0.5228706697378473,0.5,0.023341275720815,stable
Crowding threshold,low,High load,COCPIT only,Mean ED pressure index,0.5,0.4,20,0.0036871997955246,-0.0129336130594135,-0.0477751418772459,0.0219079157584187,-3.507706057890314,0.55,-0.1561834339041226,stable
Crowding threshold,high,High load,COCPIT only,Patient-facing interaction share,0.5,0.62,20,-0.1388716288287287,-0.1552108718982345,-0.1754880604628348,-0.1349336833336342,1.11765717164344,1.0,-3.2205252261167394,stable
Crowding threshold,low,High load,COCPIT only,Patient-facing interaction share,0.5,0.4,20,-0.1388716288287287,-0.1423655008851497,-0.1635226252684068,-0.1212083765018926,1.0251590053770452,1.0,-2.8311340151624007,stable
Crowding threshold,high,High load,COCPIT only,Selected coordination opportunities,0.5,0.62,20,89.85,94.3,85.85282963603227,102.74717036396773,1.0495269894268224,1.0,4.696915489616773,stable
Crowding threshold,low,High load,COCPIT only,Selected coordination opportunities,0.5,0.4,20,89.85,91.2,85.24551042445592,97.15448957554408,1.0150250417362272,1.0,6.444104961833264,stable
Crowding threshold,high,High load,COCPIT only,Staff–staff interaction share,0.5,0.62,20,0.1209721971176227,0.1361429551527752,0.1188122165462376,0.1534736937593128,1.1254069810801388,1.0,3.305144167951584,stable
Crowding threshold,low,High load,COCPIT only,Staff–staff interaction share,0.5,0.4,20,0.1209721971176227,0.1220079268944483,0.1037971744981719,0.1402186792907246,1.008561717497935,1.0,2.8188532363678553,stable
Crowding threshold,high,High load,COCPIT only,Successful approaches,0.5,0.62,20,74.72,79.05,72.12841851049997,85.97158148950002,1.0579496788008564,1.0,4.805170968376077,stable
Crowding threshold,low,High load,COCPIT only,Successful approaches,0.5,0.4,20,74.72,76.35,69.8071358114757,82.89286418852429,1.0218147751605997,1.0,4.909682887532908,stable
Crowding threshold,high,High load,COCPIT only,Visible staff encounters,0.5,0.62,20,16398.47,16584.85,15767.150676316904,17402.54932368309,1.011365694482473,1.0,8.533559402076289,stable
Crowding threshold,low,High load,COCPIT only,Visible staff encounters,0.5,0.4,20,16398.47,16260.55,15603.617046468533,16917.482953531468,0.9915894592605284,1.0,10.414213814264004,stable
Crowding threshold,high,High load,NURSTA only,Actionable visibility opportunities,0.5,0.62,20,1.13,49.25,3.0649809775370684,95.43501902246294,43.58407079646018,0.65,0.448660064625177,weakened
Crowding threshold,low,High load,NURSTA only,Actionable visibility opportunities,0.5,0.4,20,1.13,6.3,-28.60234063633464,41.20234063633464,5.575221238938053,0.6,0.0759448455532131,weakened
Crowding threshold,high,High load,NURSTA only,Approach attempts,0.5,0.62,20,-0.17,3.6,-0.7882257774280714,7.988225777428072,-21.176470588235293,0.35,0.3451642780364494,flipped
Crowding threshold,low,High load,NURSTA only,Approach attempts,0.5,0.4,20,-0.17,1.9,-0.736910313226447,4.536910313226446,-11.176470588235292,0.35,0.3031590578634273,flipped
Crowding threshold,high,High load,NURSTA only,Bedside / patient-room interaction share,0.5,0.62,20,-0.0052446573765479,0.0025286727628234,-0.0133826023237672,0.0184399478494141,-0.4821426036581064,0.45,0.0668651699816252,flipped
Crowding threshold,low,High load,NURSTA only,Bedside / patient-room interaction share,0.5,0.4,20,-0.0052446573765479,0.0095055514563315,-0.0090475400808805,0.0280586429935435,-1.812425631240792,0.35,0.2155625618948619,flipped
Crowding threshold,high,High load,NURSTA only,Corridor interaction share,0.5,0.62,20,0.0011750903901055,-0.0180593607037906,-0.0302186703334039,-0.0059000510741774,-15.36848642100572,0.25,-0.6248931460391156,flipped
Crowding threshold,low,High load,NURSTA only,Corridor interaction share,0.5,0.4,20,0.0011750903901055,-0.0083732383521608,-0.022194111812132,0.0054476351078104,-7.125612142406389,0.4,-0.2549002549446674,flipped
Crowding threshold,high,High load,NURSTA only,F2F interactions per hour,0.5,0.62,20,0.2329999999999998,1.1300000000000003,0.4712748452702872,1.7887251547297134,4.849785407725328,0.75,0.7217495169521297,stable
Crowding threshold,low,High load,NURSTA only,F2F interactions per hour,0.5,0.4,20,0.2329999999999998,0.5600000000000003,-0.0840275508980878,1.2040275508980884,2.403433476394853,0.7,0.3658439581247756,weakened
Crowding threshold,high,High load,NURSTA only,Mean ED pressure index,0.5,0.62,20,-0.0064573644791666,-0.0164291568479938,-0.0523201274210534,0.0194618137250658,2.5442511261365572,0.55,-0.1925938343321146,stable
Crowding threshold,low,High load,NURSTA only,Mean ED pressure index,0.5,0.4,20,-0.0064573644791666,0.0055238995177468,-0.0281204216416324,0.0391682206771262,-0.8554418037836703,0.55,0.0690790420767646,stable
Crowding threshold,high,High load,NURSTA only,Patient-facing interaction share,0.5,0.62,20,-0.0077526969822016,-0.018144158818144,-0.0380136337083118,0.0017253160720236,2.340367340526641,0.65,-0.384204772699902,weakened
Crowding threshold,low,High load,NURSTA only,Patient-facing interaction share,0.5,0.4,20,-0.0077526969822016,-0.0089553046927957,-0.0290246894421801,0.0111140800565887,1.1551212066400955,0.55,-0.1877407785088675,weakened
Crowding threshold,high,High load,NURSTA only,Selected coordination opportunities,0.5,0.62,20,1.69,5.4,0.9341328183419382,9.865867181658064,3.1952662721893494,0.7,0.5087451285657839,stable
Crowding threshold,low,High load,NURSTA only,Selected coordination opportunities,0.5,0.4,20,1.69,2.55,-1.0061842057552584,6.106184205755258,1.5088757396449703,0.65,0.301695087226327,weakened
Crowding threshold,high,High load,NURSTA only,Staff–staff interaction share,0.5,0.62,20,0.0065300670040977,0.0110386855322834,-0.0062169141558838,0.0282942852204508,1.690439856950406,0.65,0.2691532392860681,weakened
Crowding threshold,low,High load,NURSTA only,Staff–staff interaction share,0.5,0.4,20,0.0065300670040977,-4.71180215688094e-05,-0.017475511142296,0.0173812750991583,-0.0072155494789321,0.55,-0.0011374753809407,flipped
Crowding threshold,high,High load,NURSTA only,Successful approaches,0.5,0.62,20,0.28,3.95,0.0937673415897903,7.8062326584102095,14.107142857142856,0.6,0.4309691406789429,weakened
Crowding threshold,low,High load,NURSTA only,Successful approaches,0.5,0.4,20,0.28,1.45,-1.4933507221675455,4.393350722167545,5.178571428571428,0.5,0.2072708813946417,weakened
Crowding threshold,high,High load,NURSTA only,Visible staff encounters,0.5,0.62,20,456.45,625.0,345.1782008115654,904.8217991884346,1.3692627889144484,0.85,0.939746634882061,stable
Crowding threshold,low,High load,NURSTA only,Visible staff encounters,0.5,0.4,20,456.45,509.65,122.13571563957998,897.16428436042,1.116551648592398,0.8,0.553345801667225,stable
Crowding threshold,high,Normal load,Both,Actionable visibility opportunities,0.62,0.74,20,688.02,757.9,666.9984180138819,848.8015819861181,1.101566814918171,1.0,3.507944972658161,stable
Crowding threshold,low,Normal load,Both,Actionable visibility opportunities,0.62,0.5,20,688.02,663.1,542.1095134179203,784.0904865820797,0.9637801226708528,1.0,2.305898098395811,stable
Crowding threshold,high,Normal load,Both,Approach attempts,0.62,0.74,20,111.56,110.45,104.35808959183964,116.54191040816038,0.9900501972032988,1.0,7.628242998557765,stable
Crowding threshold,low,Normal load,Both,Approach attempts,0.62,0.5,20,111.56,115.4,108.27414114502312,122.5258588549769,1.0344209394048047,1.0,6.813666918294219,stable
Crowding threshold,high,Normal load,Both,Bedside / patient-room interaction share,0.62,0.74,20,-0.0864501389607065,-0.0924040006355042,-0.1063947142175515,-0.078413287053457,1.0688704696877809,1.0,-2.7788379108264536,stable
Crowding threshold,low,Normal load,Both,Bedside / patient-room interaction share,0.62,0.5,20,-0.0864501389607065,-0.080952238496144,-0.0952851506264152,-0.0666193263658728,0.9364037984130792,1.0,-2.376329889339921,stable
Crowding threshold,high,Normal load,Both,Corridor interaction share,0.62,0.74,20,0.1031667095061176,0.1171922334408704,0.0971281093399174,0.1372563575418234,1.135950094772783,1.0,2.457485320407274,stable
Crowding threshold,low,Normal load,Both,Corridor interaction share,0.62,0.5,20,0.1031667095061176,0.1034488280112619,0.0814770467393221,0.1254206092832016,1.002734588575083,1.0,1.9809458971407483,stable
Crowding threshold,high,Normal load,Both,F2F interactions per hour,0.62,0.74,20,8.956999999999999,9.12,8.224339932904524,10.015660067095478,1.0181980573852856,1.0,4.284142748864757,stable
Crowding threshold,low,Normal load,Both,F2F interactions per hour,0.62,0.5,20,8.956999999999999,9.475,8.673796963770632,10.276203036229369,1.0578318633471029,1.0,4.975639865439816,stable
Crowding threshold,high,Normal load,Both,Mean ED pressure index,0.62,0.74,20,-0.0055647127237654,-0.0325529076388888,-0.1067794728847417,0.0416736576069639,5.849881072901415,0.45,-0.1845196949898765,stable
Crowding threshold,low,Normal load,Both,Mean ED pressure index,0.62,0.5,20,-0.0055647127237654,0.0110416408757716,-0.0573599810897213,0.0794432628412645,-1.9842247792263756,0.4,0.0679171611043576,stable
Crowding threshold,high,Normal load,Both,Patient-facing interaction share,0.62,0.74,20,-0.1280413976235112,-0.1259362877355201,-0.1402949548013539,-0.1115776206696864,0.983559146283448,1.0,-3.690192894137495,stable
Crowding threshold,low,Normal load,Both,Patient-facing interaction share,0.62,0.5,20,-0.1280413976235112,-0.1143294070113079,-0.1336979192910382,-0.0949608947315776,0.892909708370089,1.0,-2.483556212654313,stable
Crowding threshold,high,Normal load,Both,Selected coordination opportunities,0.62,0.74,20,105.86,103.4,98.3698915780232,108.43010842197684,0.9767617608161724,1.0,8.648792925965715,stable
Crowding threshold,low,Normal load,Both,Selected coordination opportunities,0.62,0.5,20,105.86,108.3,99.67166376957508,116.9283362304249,1.0230493104099754,1.0,5.280970029230871,stable
Crowding threshold,high,Normal load,Both,Staff–staff interaction share,0.62,0.74,20,0.109971145171956,0.1141654828732767,0.0975477433710646,0.1307832223754887,1.0381403475862898,1.0,2.890514669070984,stable
Crowding threshold,low,Normal load,Both,Staff–staff interaction share,0.62,0.5,20,0.109971145171956,0.0949432574945818,0.0774370908833637,0.1124494241057999,0.8633469929418678,1.0,2.281840990038141,stable
Crowding threshold,high,Normal load,Both,Successful approaches,0.62,0.74,20,93.05,95.0,89.14239351917436,100.85760648082564,1.0209564750134337,1.0,6.823633926629087,stable
Crowding threshold,low,Normal load,Both,Successful approaches,0.62,0.5,20,93.05,96.2,91.10360325431058,101.29639674568942,1.033852767329393,1.0,7.941895145116807,stable
Crowding threshold,high,Normal load,Both,Visible staff encounters,0.62,0.74,20,20232.54,19867.4,19160.713832605645,20574.08616739436,0.9819528343944952,1.0,11.828420403263491,stable
Crowding threshold,low,Normal load,Both,Visible staff encounters,0.62,0.5,20,20232.54,19344.75,18609.006911527715,20080.493088472285,0.9561206847978552,1.0,11.062396922431672,stable
Crowding threshold,high,Normal load,COCPIT only,Actionable visibility opportunities,0.62,0.74,20,692.73,769.7,651.9630430833207,887.4369569166794,1.1111111111111112,1.0,2.7505591354945764,stable
Crowding threshold,low,Normal load,COCPIT only,Actionable visibility opportunities,0.62,0.5,20,692.73,625.25,506.12805031905555,744.3719496809445,0.9025883100197768,1.0,2.208382078166394,stable
Crowding threshold,high,Normal load,COCPIT only,Approach attempts,0.62,0.74,20,116.26,118.65,108.60117004978088,128.69882995021914,1.0205573714089111,1.0,4.967805135671746,stable
Crowding threshold,low,Normal load,COCPIT only,Approach attempts,0.62,0.5,20,116.26,112.65,106.1739165344607,119.12608346553932,0.9689489076208498,1.0,7.318651463113209,stable
Crowding threshold,high,Normal load,COCPIT only,Bedside / patient-room interaction share,0.62,0.74,20,-0.0847789786808627,-0.0944044524203167,-0.1061371279101016,-0.0826717769305317,1.1135360898329243,1.0,-3.385382346973566,stable
Crowding threshold,low,Normal load,COCPIT only,Bedside / patient-room interaction share,0.62,0.5,20,-0.0847789786808627,-0.0824498867996012,-0.0982335196418719,-0.0666662539573306,0.9725274836108968,1.0,-2.197836595648416,stable
Crowding threshold,high,Normal load,COCPIT only,Corridor interaction share,0.62,0.74,20,0.1071947921792265,0.1030048416406362,0.0841966459703877,0.1218130373108846,0.9609127416228876,1.0,2.3042140001761653,stable
Crowding threshold,low,Normal load,COCPIT only,Corridor interaction share,0.62,0.5,20,0.1071947921792265,0.109019250936378,0.0871920570058129,0.130846444866943,1.0170200316644216,1.0,2.101442896298861,stable
Crowding threshold,high,Normal load,COCPIT only,F2F interactions per hour,0.62,0.74,20,9.251,8.985000000000003,7.949887627763108,10.020112372236898,0.9712463517457576,1.0,3.652101915648229,stable
Crowding threshold,low,Normal load,COCPIT only,F2F interactions per hour,0.62,0.5,20,9.251,8.579999999999998,7.588962368338909,9.571037631661088,0.9274673008323424,1.0,3.6425829345098792,stable
Crowding threshold,high,Normal load,COCPIT only,Mean ED pressure index,0.62,0.74,20,0.0006600118479938,0.0089422410493827,-0.0571595707919328,0.0750440528906982,13.548606856928304,0.45,0.0569174343916561,stable
Crowding threshold,low,Normal load,COCPIT only,Mean ED pressure index,0.62,0.5,20,0.0006600118479938,0.0560676455246913,-0.0209920890637532,0.1331273801131359,84.94945309711778,0.6,0.306123814754871,weakened
Crowding threshold,high,Normal load,COCPIT only,Patient-facing interaction share,0.62,0.74,20,-0.1267767794407479,-0.1208553573502541,-0.1348586472295735,-0.1068520674709346,0.9532925341958124,1.0,-3.6311829811142298,stable
Crowding threshold,low,Normal load,COCPIT only,Patient-facing interaction share,0.62,0.5,20,-0.1267767794407479,-0.1160474468411636,-0.1365732533109387,-0.0955216403713884,0.915368313922197,1.0,-2.3787437858804186,stable
Crowding threshold,high,Normal load,COCPIT only,Selected coordination opportunities,0.62,0.74,20,108.99,113.6,103.19226303985448,124.00773696014552,1.0422974584824296,1.0,4.592343132465014,stable
Crowding threshold,low,Normal load,COCPIT only,Selected coordination opportunities,0.62,0.5,20,108.99,102.95,94.72061006290004,111.17938993709996,0.944582071749702,1.0,5.263456236745909,stable
Crowding threshold,high,Normal load,COCPIT only,Staff–staff interaction share,0.62,0.74,20,0.1109786774992191,0.1085798230070751,0.0950486299761726,0.1221110160379777,0.9783845460569596,1.0,3.3761780840094917,stable
Crowding threshold,low,Normal load,COCPIT only,Staff–staff interaction share,0.62,0.5,20,0.1109786774992191,0.0983686928533106,0.0760183594673019,0.1207190262393194,0.8863747079163279,0.95,1.8517621435565432,stable
Crowding threshold,high,Normal load,COCPIT only,Successful approaches,0.62,0.74,20,94.53,95.75,88.96203611646243,102.53796388353756,1.0129059557812334,1.0,5.934874863151738,stable
Crowding threshold,low,Normal load,COCPIT only,Successful approaches,0.62,0.5,20,94.53,91.75,87.58765564539456,95.91234435460544,0.9705913466624352,1.0,9.274283608729151,stable
Crowding threshold,high,Normal load,COCPIT only,Visible staff encounters,0.62,0.74,20,19747.02,19837.95,18948.909554838803,20726.9904451612,1.0046047454248792,1.0,9.388313407138172,stable
Crowding threshold,low,Normal load,COCPIT only,Visible staff encounters,0.62,0.5,20,19747.02,19615.1,19044.072985032828,20186.12701496717,0.993319498334432,1.0,14.452606494034107,stable
Crowding threshold,high,Normal load,NURSTA only,Actionable visibility opportunities,0.62,0.74,20,23.56,118.35,-0.9662545162622678,237.66625451626223,5.023344651952462,0.7,0.4173312988316273,weakened
Crowding threshold,low,Normal load,NURSTA only,Actionable visibility opportunities,0.62,0.5,20,23.56,-7.4,-130.9389660377818,116.1389660377818,-0.3140916808149406,0.6,-0.0252022934515323,flipped
Crowding threshold,high,Normal load,NURSTA only,Approach attempts,0.62,0.74,20,-1.25,-0.45,-4.806027620617085,3.9060276206170848,0.36,0.55,-0.0434644507061323,weakened
Crowding threshold,low,Normal load,NURSTA only,Approach attempts,0.62,0.5,20,-1.25,-0.95,-5.50124225956641,3.6012422595664093,0.76,0.5,-0.0878225329082177,weakened
Crowding threshold,high,Normal load,NURSTA only,Bedside / patient-room interaction share,0.62,0.74,20,-0.0012191482681021,-0.0154772832933381,-0.0311040174215992,0.0001494508349228,12.69516079240495,0.7,-0.4167146946594189,weakened
Crowding threshold,low,Normal load,NURSTA only,Bedside / patient-room interaction share,0.62,0.5,20,-0.0012191482681021,0.0023410225286225,-0.0130155371131051,0.0176975821703502,-1.9202115032873712,0.45,0.0641392635266258,flipped
Crowding threshold,high,Normal load,NURSTA only,Corridor interaction share,0.62,0.74,20,0.0012716261658183,0.0009088468956719,-0.0150922271766648,0.0169099209680088,0.7147123267058191,0.6,0.0238975786197728,weakened
Crowding threshold,low,Normal load,NURSTA only,Corridor interaction share,0.62,0.5,20,0.0012716261658183,-0.0005691156153982,-0.0204686273410939,0.0193303961102975,-0.4475494690941617,0.5,-0.0120329022376798,flipped
Crowding threshold,high,Normal load,NURSTA only,F2F interactions per hour,0.62,0.74,20,0.0699999999999999,0.4050000000000002,-0.4741269580788952,1.284126958078896,5.785714285714298,0.55,0.193827650768598,weakened
Crowding threshold,low,Normal load,NURSTA only,F2F interactions per hour,0.62,0.5,20,0.0699999999999999,0.1950000000000004,-0.7631420826403119,1.153142082640313,2.785714285714296,0.6,0.0856282370459662,weakened
Crowding threshold,high,Normal load,NURSTA only,Mean ED pressure index,0.62,0.74,20,-0.005380967816358,-0.0391015422646604,-0.1085299093145655,0.0303268247852445,7.266637452428695,0.7,-0.2369568365138893,stable
Crowding threshold,low,Normal load,NURSTA only,Mean ED pressure index,0.62,0.5,20,-0.005380967816358,0.0106071815586419,-0.0721073840507224,0.0933217471680064,-1.971240475811139,0.45,0.0539548284216651,stable
Crowding threshold,high,Normal load,NURSTA only,Patient-facing interaction share,0.62,0.74,20,-0.000823876141203,-0.0167247289762383,-0.0306651998352933,-0.0027842581171832,20.300052568359792,0.7,-0.5047704844808014,stable
Crowding threshold,low,Normal load,NURSTA only,Patient-facing interaction share,0.62,0.5,20,-0.000823876141203,0.0038380206351361,-0.0165099292536031,0.0241859705238754,-4.658492269884096,0.45,0.0793595054149232,flipped
Crowding threshold,high,Normal load,NURSTA only,Selected coordination opportunities,0.62,0.74,20,-1.51,6.5,-1.5493239990762735,14.549323999076272,-4.304635761589404,0.35,0.339755311069002,flipped
Crowding threshold,low,Normal load,NURSTA only,Selected coordination opportunities,0.62,0.5,20,-1.51,-1.6,-9.256553793972849,6.0565537939728475,1.0596026490066226,0.6,-0.0879222818971242,weakened
Crowding threshold,high,Normal load,NURSTA only,Staff–staff interaction share,0.62,0.74,20,-0.0008247857176621,0.0213448846730082,0.0046348047070218,0.0380549646389946,-25.87930927503385,0.3,0.5374370355686718,flipped
Crowding threshold,low,Normal load,NURSTA only,Staff–staff interaction share,0.62,0.5,20,-0.0008247857176621,-0.0011830045292317,-0.0235170821307214,0.0211510730722579,1.4343174280284756,0.65,-0.0222859264626104,weakened
Crowding threshold,high,Normal load,NURSTA only,Successful approaches,0.62,0.74,20,-0.07,1.25,-2.865938596033205,5.365938596033205,-17.857142857142854,0.55,0.1277772192264521,flipped
Crowding threshold,low,Normal load,NURSTA only,Successful approaches,0.62,0.5,20,-0.07,0.35,-4.297515034940716,4.997515034940715,-4.999999999999999,0.4,0.0316854257854175,flipped
Crowding threshold,high,Normal load,NURSTA only,Visible staff encounters,0.62,0.74,20,548.38,1059.85,527.4461906318812,1592.2538093681187,1.9326926583755788,0.8,0.8375592831159173,stable
Crowding threshold,low,Normal load,NURSTA only,Visible staff encounters,0.62,0.5,20,548.38,546.15,-42.85620555590788,1135.156205555908,0.9959334767861702,0.65,0.3901255322405914,weakened
Repeat-contact delay,long,High load,Both,Actionable visibility opportunities,180.0,360.0,20,537.95,558.55,505.17150557426805,611.9284944257319,1.0382935217027602,1.0,4.402587970900834,stable
Repeat-contact delay,short,High load,Both,Actionable visibility opportunities,180.0,90.0,20,537.95,543.75,473.706840621018,613.793159378982,1.0107816711590296,1.0,3.2662231250323632,stable
Repeat-contact delay,long,High load,Both,Approach attempts,180.0,360.0,20,95.52,92.7,88.46965836890335,96.93034163109664,0.9704773869346734,1.0,9.219695959828856,stable
Repeat-contact delay,short,High load,Both,Approach attempts,180.0,90.0,20,95.52,97.85,90.3200937169458,105.37990628305418,1.024392797319933,1.0,5.467434206106452,stable
Repeat-contact delay,long,High load,Both,Bedside / patient-room interaction share,180.0,360.0,20,-0.0876218172789389,-0.0989195922715227,-0.1133542811614377,-0.0844849033816078,1.1289379214381972,1.0,-2.8832825009430825,stable
Repeat-contact delay,short,High load,Both,Bedside / patient-room interaction share,180.0,90.0,20,-0.0876218172789389,-0.0856078464008832,-0.1033532694759959,-0.0678624233257705,0.977015189360381,1.0,-2.029735840402616,stable
Repeat-contact delay,long,High load,Both,Corridor interaction share,180.0,360.0,20,0.0748025163647015,0.0882048385309308,0.0664361594452818,0.1099735176165798,1.1791694025490531,1.0,1.7047968678984131,stable
Repeat-contact delay,short,High load,Both,Corridor interaction share,180.0,90.0,20,0.0748025163647015,0.0839715296125162,0.0647169988236515,0.103226060401381,1.1225762673960196,1.0,1.8348959033143537,stable
Repeat-contact delay,long,High load,Both,F2F interactions per hour,180.0,360.0,20,7.669,6.8950000000000005,6.144672381731259,7.645327618268742,0.8990741948102753,1.0,3.8663008478885823,stable
Repeat-contact delay,short,High load,Both,F2F interactions per hour,180.0,90.0,20,7.669,7.540000000000001,6.582393536494575,8.497606463505427,0.9831790324683792,1.0,3.312810421371579,stable
Repeat-contact delay,long,High load,Both,Mean ED pressure index,180.0,360.0,20,-0.0122874969367284,0.0282286599151234,-0.0090660120499071,0.0655233318801541,-2.297348276909476,0.3,0.3184606495671664,stable
Repeat-contact delay,short,High load,Both,Mean ED pressure index,180.0,90.0,20,-0.0122874969367284,0.0082146208719135,-0.0162543854536746,0.0326836271975018,-0.6685349273503676,0.55,0.1412483871951908,stable
Repeat-contact delay,long,High load,Both,Patient-facing interaction share,180.0,360.0,20,-0.1471421374672993,-0.1489413855415724,-0.1698425861226284,-0.1280401849605165,1.0122279593408314,1.0,-2.998171441922792,stable
